state,chamber,name,party_abb,twitter_handle,instagram_handle,Instagram_URL,List
Utah 2nd District,U.S. Representative,"Stewart, Chris",R,RepChrisStewart,repchrisstewart,https://www.instagram.com/repchrisstewart,congress2022
Utah 3rd District,U.S. Representative,"Curtis, John R.",R,RepJohnCurtis,repjohncurtis,https://www.instagram.com/repjohncurtis,congress2022
Utah 4th District,U.S. Representative,"Owens, Burgess",R,BurgessOwens,burgessowens,https://www.instagram.com/burgessowens,congress2022
Vermont,U.S. Senator,"Sanders, Bernie",I,SenSanders,berniesanders,https://www.instagram.com/berniesanders,congress2022
Vermont,U.S. Senator,"Leahy, Patrick",D,@SenatorLeahy,senatorleahy,https://www.instagram.com/senatorleahy,congress2022
Vermont At-Large,U.S. Representative,"Welch, Peter",D,PeterWelch,reppeterwelch,https://www.instagram.com/reppeterwelch,congress2022
Virginia,U.S. Senator,"Warner, Mark",D,MarkWarner,senatorwarner,https://www.instagram.com/senatorwarner,congress2022
Virginia,U.S. Senator,"Kaine, Tim",D,timkaine,timkaine,https://www.instagram.com/timkaine,congress2022
Virginia 1st District,U.S. Representative,"Wittman, Robert J.",R,RobWittman,reprobwittman,https://www.instagram.com/reprobwittman,congress2022
Virginia 2nd District,U.S. Representative,"Luria, Elaine",D,RepElaineLuria,,,
Virginia 3rd District,U.S. Representative,"Scott, Robert C.",D,BobbyScott,repbobbyscott,https://www.instagram.com/repbobbyscott,congress2022
Virginia 4th District,U.S. Representative,"McEacchin, Donald",R,Donald_McEachin,repmceachin,https://www.instagram.com/repmceachin,congress2022
Virginia 5th District,U.S. Representative,"Good, Bob",R,GoodForCongress,goodforcongress,https://www.instagram.com/goodforcongress,congress2022
Virginia 6th District,U.S. Representative,"Cline, Ben",R,RepBenCline,repbencline,https://www.instagram.com/repbencline,congress2022
Virginia 7th District,U.S. Representative,"Spanberger, Abigail",D,RepSpanberger,abigailspanberger,https://www.instagram.com/abigailspanberger,congress2022
Virginia 8th District,U.S. Representative,"Beyer, Don",D,RepDonBeyer,repdonbeyer,https://www.instagram.com/repdonbeyer,congress2022
Virginia 9th District,U.S. Representative,"Griffith, Morgan",R,RepMGriffith,hmorgangriffith,https://www.instagram.com/hmorgangriffith,congress2022
Virginia 10th District,U.S. Representative,"Wexton, Jennifer",D,RepWexton,repwexton,https://www.instagram.com/repwexton,congress2022
Virginia 11th District,U.S. Representative,"Connolly, Gerald E. “Gerry”",D,GerryConnolly,connollyforcongress,https://www.instagram.com/connollyforcongress,congress2022
Washington,U.S. Senator,"Murray, Patty",D,PattyMurray,senpattymurray,https://www.instagram.com/senpattymurray,congress2022
Washington,U.S. Senator,"Cantwell, Maria",D,SenatorCantwell,senatormariacantwell,https://www.instagram.com/senatormariacantwell,congress2022
Washington 1st District,U.S. Representative,"DelBene, Suzan",D,RepDelBene,repdelbene,https://www.instagram.com/repdelbene,congress2022
Washington 2nd District,U.S. Representative,"Larsen, Rick",D,RepRickLarsen,repricklarsen,https://www.instagram.com/repricklarsen,congress2022
Washington 3rd District,U.S. Representative,"Herrera Beutler, Jaime",R,HerreraBeutler,herrerabeutler,https://www.instagram.com/herrerabeutler,congress2022
Washington 4th District,U.S. Representative,"Newhouse, Dan",R,RepNewhouse,repnewhouse,https://www.instagram.com/repnewhouse,congress2022
Washington 5th District,U.S. Representative,"McMorris Rodgers, Cathy",R,cathymcmorris,cathymcmorris,https://www.instagram.com/cathymcmorris,congress2022
Washington 6th District,U.S. Representative,"Kilmer, Derek",D,RepDerekKilmer,repderekkilmer,https://www.instagram.com/repderekkilmer,congress2022
Washington 7th District,U.S. Representative,"Jayapal, Pramila",D,PramilaJayapal,repvantaylor,https://www.instagram.com/repvantaylor,congress2022
Washington 8th District,U.S. Representative,"Schrier, Kim",D,RepKimSchrier,repkimschrier,https://www.instagram.com/repkimschrier,congress2022
Washington 9th District,U.S. Representative,"Smith, Adam",D,RepAdamSmith,repadamsmith,https://www.instagram.com/repadamsmith,congress2022
Washington 10th District,U.S. Representative,"Strickland, Marilyn",D,StricklandforWA,stricklandforwa,https://www.instagram.com/stricklandforwa,congress2022
West Virginia,U.S. Senator,"Manchin, Joe",D,Sen_JoeManchin,joemanchin,https://www.instagram.com/joemanchin,congress2022
West Virginia,U.S. Senator,"Moore Capito, Shelley",R,SenCapito,sencapito,https://www.instagram.com/sencapito,congress2022
West Virginia 1st District,U.S. Representative,"McKinley, David",R,RepMcKinley,,,
West Virginia 2nd District,U.S. Representative,"Mooney, Alex",R,RepAlexMooney,repalexmooney,https://www.instagram.com/repalexmooney,congress2022
West Virginia 3rd District,U.S. Representative,"Miller, Carol",R,RepCarolMiller,repcarolmiller,https://www.instagram.com/repcarolmiller,congress2022
Wisconsin,U.S. Senator,"Johnson, Ron",R,SenRonJohnson,senronjohnson,https://www.instagram.com/senronjohnson,congress2022
Wisconsin,U.S. Senator,"Baldwin, Tammy",D,SenatorBaldwin,senatorbaldwin,https://www.instagram.com/senatorbaldwin,congress2022
Wisconsin 1st District,U.S. Representative,"Steil, Bryan",D,RepBryanSteil,repbryansteil,https://www.instagram.com/repbryansteil,congress2022
Wisconsin 2nd District,U.S. Representative,"Pocan, Mark",D,repmarkpocan,repmarkpocan,https://www.instagram.com/repmarkpocan,congress2022
Wisconsin 3rd District,U.S. Representative,"Kind, Ron",D,RepRonKind,repronkind,https://www.instagram.com/repronkind,congress2022
Wisconsin 4th District,U.S. Representative,"Moore, Gwen",D,RepGwenMoore,repgwenmoore,https://www.instagram.com/repgwenmoore,congress2022
Wisconsin 5th District,U.S. Representative,"Fitzgerald, Scott",R,FitzgeraldForWI,,,
Wisconsin 6th District,U.S. Representative,"Grothman, Glenn",R,RepGrothman,repglenngrothman,https://www.instagram.com/repglenngrothman,congress2022
Wisconsin 7th District,U.S. Representative,"Tiffany, Thomas",R,TomTiffanyWI,,,
Wisconsin 8th District,U.S. Representative,"Gallagher, Mike",R,MikeforWI,repgallagher,https://www.instagram.com/repgallagher,congress2022
Wyoming,U.S. Senator,"Lummis, Cynthia",R,SenLummis,sencynthialummis,https://www.instagram.com/sencynthialummis,congress2022
Wyoming,U.S. Senator,"Barrasso, John",R,SenJohnBarrasso,senjohnbarrasso,https://www.instagram.com/senjohnbarrasso,congress2022
Wyoming At-Large,U.S. Representative,"Cheney, Liz",R,Liz_Cheney,replizcheney,https://www.instagram.com/replizcheney,congress2022
